sample_id,word_count,epistemic_stance,stance_confidence,reasoning_quality,engagement_with_alternatives,stance_justification,stance_markers,text,label_id,predicted_label,predicted_prob_absolutist,predicted_prob_evaluativist,predicted_prob_multiplist,is_error,error_type,max_prob
soc_1650286,281,evaluativist,high,high,substantive,"The writer presents a structured analysis identifying two specific reactions people have to overly nice personalities, providing detailed reasoning for each. They acknowledge complexity ('this is where a bit of acting is necessary') and offer nuanced advice that weighs trade-offs rather than absolute prescriptions. The analysis shows calibrated confidence - they're certain about the patterns they've observed but acknowledge the need for situational judgment.","[""There are two reactions you're going to get"", ""This can lead to"", ""A lot of people are very jaded"", ""I'm not going to say this means you should"", ""just that you need to demonstrate"", ""so that is something to work on""]","There are two reactions you're going to get to someone with that kind of personality:

* Someone sees prey who is easy to take advantage of. If you have a wholesome personality like Mickey Mouse people will think ""this person assumes everyone is well-intentioned, and I can use that to encourage them to do things for me."" This can lead to being used as a ""henchman"" by predators and bullies, and it can lead also to being swindled or manipulated into compromising positions.
* It's assumed the ""nice"" thing is an act because you want something, whether it's money, sex, a relationship, social status or for other people to vouch for you when you engage in wrongdoing. A lot of people are very jaded and cynical because they've been around folks who act all buddy-like with the hopes that it will be ""rewarded"" with some specific type of payoff. This can make people feel a little bothered or uncomfortable if you present in that kind of way.

It's absolutely essential to be kind, but this is where a bit of acting is necessary. Being kind in a sort of Silas Marner way that shows that you're on your guard and have an edge is going to temper some of these assumptions a little bit. I'm not going to say this means you should act like a dickhead while offering to fix someone's bike tires or spot them a dollar, just that you need to demonstrate awareness. A lot of people who think of themselves as ""nice"" or ""kind"" lack the theory of mind to know how other people might perceive this and react accordingly, so that is something to work on.",1,absolutist,0.83311987,0.16310655,0.0037735817,True,evaluativist_as_absolutist,0.83311987
soc_108450,273,evaluativist,medium,medium,superficial,"The writer presents advice based on personal experience and reasoning, acknowledging complexity and nuance ('Some ignore it, some don't know how to interact with you afterwards'). They show reflective thinking about their own mistakes ('I have missed all the girls that were attracted to me and noticed too late') and provide qualified guidance rather than absolute rules ('just keep your head up, smile and interact' but also 'Dont force a friendship if you dont think its gonna work').","[""Some ignore it, some don't know how to interact"", ""I have kinda figured out"", ""I have missed all the girls that were attracted to me and noticed too late for instance"", ""Dont force a friendship if you dont think its gonna work"", ""just get the best out of it while you can""]","Don't, there's only a few people that can handle that information. Some ignore it, some don't know how to interact with you afterwards to make you feel at ease and some exploit you. I have kinda figured out that 'whining' is a no no. It makes them feelforced to be nice to you while it should come as natural, tell your problems once you are sure they wanna help you. I am going through a tough time, my parents are fighting/ignoring eachother more and more, my group of friends that I used to hang out with stopped doing that with ME, I am out of shape/not confident with it and a washing list of other stuff  and as a 18 y/o trying to secure a future thats not perfect, but just keep your head up, smile and interact. Even just a simple friendly hello. The way you see the world is entirely up to you, fuck the rest if they dont want to help you, but also know that people want to know you because they like interaction in general(I have missed all the girls that were attracted to me and noticed too late for instance) Dont force a friendship if you dont think its gonna work. Read the newspaper occasionally, sport, listen to music and you will have some talking material. But dont keep blabbing about your achievements at the gym cuz that makes you arrogant and boring. No one can become a social person just like that. Let it grow and change your attitude. Dont 'feel' like it should have happened, just get the best out of it while you can.",1,absolutist,0.528533,0.46347052,0.007996494,True,evaluativist_as_absolutist,0.528533
soc_1837890,401,evaluativist,high,high,substantive,"The writer provides detailed personal experience as evidence, acknowledges the complexity and difficulty of the situation ('it will cost you probably a lot of energy'), and offers nuanced advice that weighs different approaches. They demonstrate metacognitive awareness about their own development and provide reasoned analysis of cause-and-effect relationships between parental behavior and personal growth.","[""it was obviously not easy"", ""it will cost you probably a lot of energy"", ""This doesn't mean that you have to start a fight"", ""you might repeat this over and over"", ""If you ever need help, you will ask them"", ""it's not always easy""]","You either lie to them or go out of your comfort zone, show confidence and tell them to stop overreacting and trust you and your decision.

Since you are just 18 and these are your parents, they will show resistance and it will cost you probably a lot of energy.

When I had to confront my parents to stop being over carrying, never letting me do something because ""I might do something wrong"", it was obviously not easy because this is what they conditioned themself and what was ""normal"" for them. This behavior leads me to lack taking responsibility and be overly fearing doing anything on my own without having anyone to give me the ""safety"".

It took tons of energy and work to get out of this, including open communication with my parents, telling them to stop being that overly protective and let me do my own experiences EVEN if this means that I will do something wrong and might ""burn my fingers"".

Even today they are like ""Double/Tripple check that you turn off the grill, the lights, the fridge, the oven,.."" and I have to stop them proactively like ""Hey, thank you but as I already said, it's okay. I am not stupid, it's not like I don't know this stuff. And if something happens on accident, it's called an accident with a reason because you do something wrong even if you know its wrong and even when someone told you to take care of it, so the only thing you do with this overprotective mode is to programming me into becoming insecure and losing responsibility, stop that please.""

For me, it took me like 26 years to stand up for myself because I didn't know it better. I thought there is nothing wrong with it until I learned how much it was harming me and my personality.

For your parents, you will always be their sweet little child which they have to protect and it's not always easy to get out of your bird's nest. But it\`s a necessary step to learning responsibility. This doesn't mean that you have to start a fight, just open communication for what you want and what not and that they please tolerate your decision. If you ever need help, you will ask them for help. And you might repeat this over and over until they finally let you do what you want.",1,absolutist,0.63199216,0.36335972,0.0046481313,True,evaluativist_as_absolutist,0.63199216
soc_1666073,347,evaluativist,high,high,substantive,"The writer provides structured reasoning for their advice (explaining WHY depression should be addressed first because it 'clouds your judgement'), acknowledges individual differences ('Everyone is different but I had good experiences with bupropion personally'), and uses qualified language throughout. They engage with complexity by breaking down interconnected issues and showing awareness of limitations in their knowledge.","[""Everyone is different but"", ""I say this because"", ""You see what I mean?"", ""If you're open to"", ""It also might be worthwhile to try"", ""If you think it might be worth trying"", ""I say give it a shot""]","I'm 26F and I had a very similar experience to yours. Spent most of my time in college depressed and barely socializing. Actually now that I think about it, I don't have any friends from college lol. Didn't date either. I'm doing a lot better now. Here's some advice:

**First and foremost, you need to address the depression.** 

I say this because depression clouds your judgement. You could've went through college getting to experience all the things you missed out on, but still felt like shit at the end of the day because you're depressed. 

You could've gotten invited to the best parties but your depressed mind would be telling you shit like ""So what? Those people don't like you anyways!"" You see what I mean? So you gotta get this under control first so you have a clear picture of your situation, the obstacles (often times they're not as high or daunting as our depressed minds make us feel they are), etc.

If you're open to taking medication: Have you talked to your doctor? Have you tried anti-depressants? Everyone is different but I had good experiences with bupropion personally. Stopped taking it about 3 years ago.  

\- Don't dwell on the past or over what could've been. Acceptance is key to moving forward. You have to accept that you didn't have a typical college experience and then let it go. 

\- It sounds like you need to do some soul searching. What are your hobbies? What do you do for fun? What kind of person do you want to be? Why are you ""not good at friendships""? Etc. 

\- Your financial situation: What is your degree in? What job do you currently have? It also might be worthwhile to try asking career centric subs for advice. 

\- If you think it might be worth trying to reconnect with old friends, I say give it a shot. Ask if they'd be down to hang out or meetup to do something. If you don't want to reconnect with old friends, it's time to try to make new ones.",1,absolutist,0.6706675,0.32505167,0.0042808536,True,evaluativist_as_absolutist,0.6706675
soc_356656,800,evaluativist,high,high,substantive,"The writer provides extensive reasoning for their claims ('You need to think about how you can ever expect someone else to love you if you can't even love yourself' followed by detailed explanation), acknowledges complexity ('Everyone is different but personally I would recommend'), and shows calibrated confidence with hedged language throughout. They engage substantively with the problem by addressing counterarguments (explaining why romantic love isn't the biggest part of life) and provide evidence-based recommendations while maintaining humility about their perspective.","[""You need to think about"", ""Everyone is different but personally I would recommend"", ""I would STRONGLY encourage"", ""I think 6 months would be a good start"", ""Your intent should be"", ""These are all much, much greater things"", ""Good luck""]","Hi OP. I'm around your age with similar interests/disinterests. You need to think about how you can ever expect someone else to love you if you can't even love yourself. Women are people, just like you, with the same fears and wants and dreams, but they're not walking around asking how they can make somebody else complete. I know love is often presented to us like that (he was a drug addict until he met HER, he was kind of a shithead but SHE changed him) but women, like men, just want to have supportive relationships. They don't want to be under pressure to be a cure for your depression. 

Imagine the kind of person you want to be in a relationship with—maybe she's supportive, confident, has big dreams that she works hard towards—and that's the kind of person you need to strive to be, because that's the kind of person that she wants to be with. It's not impossible to become those things, it just takes work, time, and patience. You have to work on yourself.

A lot of people have given you good advice for working on your anxiety, so I won't address that—I'm going to focus on the ""working on yourself"" part. 

* It's good you have some interests, focus on feeding those, and trying something new. If you have a tight budget you can search for ""free hobbies"" and ""free skills""; I've seen a few popular posts like that. You could volunteer and find meaning in giving back to your community. The goal is to enjoy spending time alone, and to find communities of people with similar interests, if you are a social person.
* Go to the gym a few times a week and build up a routine. Everyone is different but personally I would recommend Stronglifts 5x5, there's a free guide and app if you google it. I have found continuously going to the gym helps my anxiety, and has helped me build confidence in myself. It's also helped me love myself, at a very basic level—sure I don't look like a model, but I know exactly how strong and capable my body is. It's also a good place for me to compete against myself, and to have solid evidence of progress.
* I would STRONGLY encourage you to take a break from dating sites/apps while you take time to focus on yourself. In your current state, you are most likely giving off really strong desperation vibes, and run the risk of attracting someone who is interested in you for the wrong reasons. Give yourself some amount of time—I think 6 months would be a good start—where you aren't allowed to use them, and you focus only on yourself. 
* AFTER you have worked on yourself and you return to these places with confidence and love for yourself, you should think about why and how you are messaging these women. They likely get about a million ""hey how are you"" messages just like yours, and have to try and guess as to who is a genuinely good person they might click with, who is a weird creep, or worse, someone who could hurt them. Make it easier for them. Read their profiles, reach out to people that you are interested in for some reason other than just that they're attractive, and show that in your message. ""Hey, I noticed you like nature—have you been on any good hikes lately?"" Your intent should be to meet someone that you get along with and want to spend more time with, nothing more. If you click, suggest meeting up in public places for casual dates. Be aware that women are often fearful of saying no because they have no way of knowing how you might react—will you swear at them, stalk them? Take rejection in stride, politely, and recognize some ""soft"" forms of rejection (like dodging the question) and leave them alone. 


Finally, you need to deal with this:
&gt; 
&gt; I'm terrified, I'm severely depressed, as I'm writing this I'm crying, I feel like I've failed at life, everyone I know my age has had girlfriends or is with a long term partner.

Romantic love is frankly not the biggest part of life. You've likely already experienced love from friends, family, etc. Focus on what you really want to accomplish with your life—excelling your career? making a difference in the world? treating everyone you meet with care and respect? These are all much, much greater things to do with your life than having a girlfriend. Also, what people your age is doing shouldn't impact your happiness so much. What matters more is the kind of people they are than whether or not they're with someone, and you should hold yourself to that same standard. Good luck.",1,absolutist,0.6734679,0.32264206,0.0038900326,True,evaluativist_as_absolutist,0.6734679
soc_927692,220,evaluativist,medium,medium,superficial,"The writer presents their position with qualified language ('to an extent', 'probably', 'it seems') while providing reasoning for their claims about attractiveness and relationships. They acknowledge complexity in the situation and make comparative evaluations between different approaches (shallow relationships vs. genuine connections), showing awareness that their advice is based on judgment rather than absolute truth.","[""To an extent"", ""probably have a chance"", ""it seems"", ""of course, it won't happen right away"", ""especially in our society"", ""when the time is right""]","To an extent looks do matter, just as long as you’re not super ugly you will probably have a chance with some girls. If you have a good personality and you’re confident in yourself (not in a narcissistic way) you’ll appear more attractive. Don’t worry about attracting girls but practice self love/self care and be comfortable in your own skin.

The fact that you even thought about paying someone to like you is counterproductive because the people around you seem to be very shallow, so money won’t help you with those people. Sure, you can pay them to like you but they’re just sucking up to you because they’re getting free money but if you do run out of money they’ll disappear in a blink of an eye.

You should pursue your hobbies to get away from those shallow people, and eventually you’ll find someone who will genuinely like you and they won’t ask you for anything (materialistic or to use you) so just wait until the right person comes into your life. 

Of course, it won’t happen right away but it’s hard to find someone who will have a deep relationship with someone, especially in our society where people tend to be more selfish. Believe in the universe and it will come to you when the time is right.",1,absolutist,0.85263515,0.14412394,0.0032409509,True,evaluativist_as_absolutist,0.85263515
soc_431401,177,evaluativist,high,high,superficial,"The writer demonstrates evaluativist thinking by offering a reasoned psychological analysis of their behavior ('subconsciously want to be underestimated... out of shyness or fear of judgment'), acknowledging this as their personal interpretation ('for me it think it is because'). They provide a structured approach to improvement with specific criteria and percentages, showing they've weighed different factors rather than offering absolute rules or purely subjective opinions.","[""for me it think it is because"", ""i am on a path to try to correct this"", ""i rate my jokes in my head"", ""approximately 75% laughs and maximum 5% disapproval"", ""are up to you"", ""when you know you dont share much common values""]","
I have the same problem, and for me it think it is because i subconsciously want to be underestimated or to just not be perceived as i truly am maybe out of shyness or fear of judgment. silliness is a mask that blocks negativity and harsh comments because you can just use the excuse that ""you were being silly"" on purpose (for the others but more importantly for yourself). i am on a path to try to correct this by practicing my interactions with smaller groups and trying my best to filter out all that would be considered too silly or unfunny. i rate my jokes in my head and think about all the people who would disapprove of this joke before telling it. the percentage of approval and intensity of approval needed are up to you, but i aim for approximately 75% laughs and maximum 5% disapproval or else you could get yourself in an unwanted debate. choose your words carefully when you know you dont share much common values with the people you are with.",1,absolutist,0.4983777,0.4940112,0.007611069,True,evaluativist_as_absolutist,0.4983777
soc_1133528,422,evaluativist,high,high,substantive,"The writer uses extensive personal experience and evidence to support their conclusions about toxic friend dynamics, while acknowledging multiple possible approaches ('I'm not saying you have to cut them out. You could even be the voice of reason'). They provide detailed reasoning about why these behaviors are harmful and offer calibrated advice based on their analysis of the situation and outcomes they've observed.","[""In my experience"", ""I'm not saying you have to"", ""You could even be"", ""maybe Larry or Kevin are the scared boys they seem to be"", ""if you're the outcast of that group"", ""Think about that...""]","These guys sound like they're still in highschool. I've had friends like this. Actually, it sounds almost spot on to all my highschool friends. I was the only one who didn't enjoy drinking, preferred to save and spend my money on experiences and travel instead of getting wasted every weekend.

The way they talk to you, is the way they think about themselves if they don't up hold their macho image; ""don't be a pussy"" ""man up"" ""don't be such a bitch"". Think about that... they talk to themselves like shit. The only way they'll feel better is if they're not alone in their own cesspool of degradation.

In my experience, I set up my own personal rules for life. Moral principles and things I wanted in life and if I didn't think it matched my future life, I tried to avoid it. I'm not saying you have to cut them out. You could even be the voice of reason. Tell them why you don't want to do these things. Stand up to them and call them out, even if you're the outcast of that group. You're only seen as the outcast cause it seems you want to make something of your life.

If you stand up for yourself, maybe Larry or Kevin are the scared boys they seem to be and can look up to you, even if it is in silence. I distanced myself from my highschool friends and slowly made new friends from work and sports teams. Eventually, one ended up having a breakdown and is alone, one came back and he turned his life around and now I'm standing in his wedding party, one became an alcoholic and didn't get clean for 12 years after highschool, one has no prospects, no savings, no education and chases women from the bars and gets used over and over and over again. The other one... I'm not even sure if he's above ground tbh.

My life... I was depressed. Hopeless being around people who felt like me inside. I was 340lbs and played WoW 16 hours a day. I had enough. I put my education to use, got a job, lost 140lbs, traveled the world, started mentoring around my city and fostered healthier relationships. We're all 33 now and out of the 5 of us, 2 of us tried to make our lives better. The other 3, still struggling, still doing the same shit.

Be who you want to be. Be who you would look up to and others will follow.",1,absolutist,0.81159925,0.18449384,0.003906867,True,evaluativist_as_absolutist,0.81159925
soc_187610,448,evaluativist,high,high,substantive,"The writer demonstrates evaluativist thinking by building on and refining the original advice rather than dismissing or uncritically accepting it. They use the military metaphor to show nuanced understanding ('That's only half the truth, though') and provide a reasoned framework that balances planning with spontaneity. The advice is presented as reasoned judgment with specific examples rather than absolute truth.","[""That's only half the truth, though"", ""I like the old U.S. Army saying"", ""Part of it is"", ""Another part is"", ""You can try to tell"", ""but it doesn't want to"", ""For example"", ""Those are things that your instincts could theoretically figure out""]","&gt; The advice: don't pre-think social interactions, just go in and adapt. 

A military metaphor for what you are saying is that no plan survives first contact with the enemy.  That's only half the truth, though.  I like the old U.S. Army saying that Dwight Eisenhower made famous:  ""Plans are useless, but planning is indispensable.""  Even though unexpected events will render your plans irrelevant, the thought that goes into creating them prepares you to improvise in an intelligent and informed manner.  

&gt; The request: how can I stop doing this?

You think because your thinking brain doesn't trust your instincts.  It tries to take over, but it isn't quick enough, so you stumble.  To fix this, you need to cultivate confidence in your instincts.  Part of it is just reminding yourself that your instincts have served you well in the past.  Another part is to ensure the right division of labor between your rational brain and your instincts.  Think of your rational brain as a corporate manager.  Right now, it's acting like a micromanager:  it doesn't trust your social intuition to do its job, so it attempts to dictate every detail so your social intuition doesn't have any leeway to screw up.  You can try to tell your rational brain to stop doing that, but it doesn't want to stand back and do nothing.  It needs a job to do, and it has a job to do: like a good manager, it should make sure your social intuition has all the support it needs to work effectively.  Then it can get out of the way and trust your intuition to get the job done.  

The support your rational brain can provide is planning.  Your rational brain can survey the situation, review relevant information, and anticipate different scenarios.  Everything your rational brain thinks about will prime your instincts to respond appropriately.  For example, if you're going to talk to people you know a little bit but not well, you might review basic information about them that will affect your choice of banter:   so-and-so has cancer, so don't compliment her on how much weight she has lost; another person's daughter won a school prize, so you should congratulate them; another person is a Trump supporter but has a great sense of humor about politics, so it's safe to joke with him about it.  Those are things that your instincts could theoretically figure out on the fly, but you can ease the burden a little bit by reviewing them ahead of time.  Then you'll have more confidence, and your rational mind will be a little calmer, because it will know that it has done what it can to ensure your success.
",1,absolutist,0.7276974,0.26794955,0.0043530646,True,evaluativist_as_absolutist,0.7276974
soc_1702550,198,evaluativist,medium,high,superficial,"The writer presents their advice as a reasoned judgment rather than absolute truth, using qualifying language like 'If I were you, I would' and 'this is just my opinion.' They provide structured reasoning with specific criteria for self-evaluation (health, finances, relationships) and explain the logical connection between focusing inward and attracting better relationships. While confident in their recommendation, they acknowledge it as their perspective.","[""If I were you, I would"", ""this is just my opinion"", ""honestly, it couldn't matter less to me"", ""My best from"", ""You see"", ""The paradox of that is""]","Happy birthday!!!

If I were you, I would **shift the frame of reference**. 

Meaning that: instead of caring too much if people care about my birthday, I would care less about what other people think of me and more about what I think about myself.

Things like: Another year has passed for me: 

* How I improved myself? 
* Is my health better or worse than last year? 
* Are my finances better or worse? 
* Are my relationships better or worse?

You see, our minds can focus on very few things at any given moment so if you focus on what matters, you don't have to spend mental energy on things that don't matter (again this is just my opinion but honestly, it couldn't matter less to me if people even know I have a birthday).

The paradox of that is that if you do just that, you will increase your worth in society as a healthier, richer, happier person. **And more people will start being attracted to you**. People that matter, people that want the best for you and will contribute to your well-being for many more happy birthdays :)

My best from [Social Dynamics Academy](https://socialdynamicsacademy.com/)",1,absolutist,0.899581,0.09506641,0.0053525944,True,evaluativist_as_absolutist,0.899581
