sample_id,word_count,epistemic_stance,stance_confidence,reasoning_quality,engagement_with_alternatives,stance_justification,stance_markers,text,label_id,predicted_label,predicted_prob_absolutist,predicted_prob_evaluativist,predicted_prob_multiplist,is_error,error_type,max_prob
soc_1659991,157,evaluativist,medium,medium,superficial,"The writer provides reasoned advice with qualified language ('I think,' 'might be easier') and acknowledges the reader's agency while offering structured reasoning. They present multiple considerations (friends' choice to spend time, valid reasons for hanging out, combining with activities) and weigh them thoughtfully rather than asserting absolute truths or treating all options as equally valid.","[""I think"", ""might be easier"", ""By all means, it is your decision"", ""shouldn't feel pressured"", ""perfectly valid reasons"", ""That's on them""]","As friends you shouldn't feel bad, that you are wasting their time. That's on them. People can choose anyway to spend their free and if its with you, you should feel happy. Now I think, you feel the need to have to make up some reason as to why you would go out, so as it to seem that you are doing something. That not necessarily a bad thing but you shouldn't feel pressured about it as well. Sometimes friends just wanna hangout, talk, share stories and ask questions and those are perfectly valid reasons to be with your friends. 

Just accept things as is. By all means, it is your decision to be with them or not but dont leave a friend hanging for too long. It might be easier for you if you can combine it with some activities, like the film making, sports, various other hobbies that you can do together and so on.",1,evaluativist,0.014374941,0.56681216,0.41881287,False,correct,0.56681216
soc_1541565,111,multiplist,high,low,superficial,The writer frames all perspectives as equally valid ('everyone has their own issues yunno. Like one solution for someone may not work for someone else type shit') without evaluating which approaches might be more effective. They acknowledge individual differences but don't weigh evidence or provide reasoned justification for their advice - they simply assert that personal variation makes evaluation impossible.,"[""everyone has their own issues yunno"", ""one solution for someone may not work for someone else type shit"", ""find your own solution""]","That’s weird. Sleep deprivation makes things worse for me lol. Honestly tho, everyone has their own issues yunno. Like one solution for someone may not work for someone else type shit. The best way to start is to think back to when it started. Or thing of things that could’ve potentially caused it. Once you find the source then you can go and find your own solution and feel better. Easier said than done ofc but once you find what works and see that things start to get better, it keeps you motivated to keep trying to get better and then getting better becomes a habit lol. Hopefully that makes sense",2,multiplist,0.006698116,0.41073895,0.5825629,False,correct,0.5825629
soc_187039,120,evaluativist,high,medium,substantive,"The writer demonstrates evaluativist thinking by presenting a hypothesis about their friend's behavior ('he may just be really comfortable because he doesn't care THAT much'), acknowledging this is just one possible interpretation ('if that makes sense?'), and actively seeking input to test their reasoning ('What do you think?'). They show awareness that their interpretation could be wrong and genuinely want feedback to refine their understanding.","[""I also had the preconception that"", ""may just be"", ""if that makes sense?"", ""What do you think?""]","We've actually studied together quite a bit! We always end up drifting and talking about a lot of different topics, which I was always happy to do :)

We're a little too young for beers though, and he isn't really a drinker either (which sucks, I admit, because I've never seen him without his usual social inhibitions because of it).

I do have one more question: he doesn't really seem shy or nervous around me/is pretty comfortable with talking with me, which is good in some ways, but I also had the preconception that he may just be really comfortable because he doesn't care THAT much about how he appears to me, if that makes sense? What do you think?",1,evaluativist,0.006980891,0.5927321,0.40028706,False,correct,0.5927321
soc_1376137,151,evaluativist,high,high,substantive,"The writer provides reasoned analysis ('It sounds like there are some women who...') and offers a plausible explanation for the behavior described. They acknowledge complexity ('everyone is different') while still making evaluative claims about what's happening and what to do about it. Rather than asserting absolute truth or treating all views as equally valid, they weigh the situation and provide calibrated advice.","[""It sounds like"", ""Given that"", ""you don't have anything to worry about"", ""everyone is different"", ""This is not true at all"", ""rather than admit""]","&gt;Personally, I feel like if women truly thought I was gay, I'd have them all flocking to me wanting to be my bestie.

Um, you seem kinda obsessed with stereotypes dude. This is not true at all lol. Life is a not a teenaged drama movie, everyone is different, these stereotypes really aren't productive.

It sounds like there are some women who are upset that you don't like them sexually and so, rather than admit that someone doesn't want them, decide that the reason for your lack of interest must be another factor, such as your sexuality.

Given that, if your only concern is that women might be less interested in you because people are saying that you're gay, you don't have anything to worry about (because they only believe that you are gay when you're not interested - you can always clarify this anyway, it's really not a big deal)",1,evaluativist,0.39177763,0.5972122,0.011010168,False,correct,0.5972122
soc_92063,137,evaluativist,high,medium,substantive,"The writer acknowledges the subjective nature of the issue ('a LOT of this stuff is very subjective') but then provides a reasoned framework for evaluation based on how the person feels about their introversion. They present two different scenarios with corresponding recommendations, showing they're weighing options rather than treating all choices as equally valid. The conditional reasoning ('If you own your introversion... But if you feel uneasy...') demonstrates evaluative thinking.","[""a LOT of this stuff is very subjective"", ""It depends on how you feel"", ""If you own your introversion"", ""But if you feel uneasy"", ""then why not take some steps"", ""Just my 2c""]","How do you feel about being introverted? Is it something that you would rather not feel, or is it something you're proud to have as part of your personality? Do you feel like staying in touch with friends over the break would be good? 

The reason I'm asking the questions is because a LOT of this stuff is very subjective. It depends on how you feel about your interactions with the people around you. 

If you own your introversion (I call it the ability to recharge), then it can be a great thing. But if you feel uneasy and anxious about it, then why not take some steps to ease that feeling? Meaning, call up a few friends, send some texts, check in on people. Treat them as you would like to be treated. 

Just my 2c",1,evaluativist,0.0064088786,0.59879607,0.3947951,False,correct,0.59879607
soc_918132,332,evaluativist,high,high,substantive,"The writer provides reasoned advice based on observations and experience, acknowledges alternative approaches ('Some people do make genuinely interesting content'), and demonstrates reflective thinking about what works and doesn't work in social situations. They support their claims with specific examples and reasoning rather than presenting them as absolute truths.","[""but that's just my opinion"", ""Most people don't tell him"", ""People do get girls by trying to be what girls like, but not many people keep them"", ""For example"", ""I find tiktok kinda dumb tbh, but"", ""tend to"", ""usually""]","First off, find a hobby. Find topics that you are willing to discuss, like a debate-y discussion, because those tend to compel people to reply. I talk about history and current events with people, and usually they move on to different topics. Don't force your opinions on them, take a passive approach to answers: ""Yea, I find tiktok kinda dumb tbh, but that's just my opinion. Some people do make genuinely interesting content"" instead of ""Oh fuck tiktok, that thing's shit and only used by people without brain cells""

Another pointer is to stop talking too much. I have a friend who drones on and on about topics, even when people aren't listening, and people don't really like him for that (they find him too chatty). Most people don't tell him to shut up because they're being polite (I'm one of those who actually tells him to shut it because it interrupts my inner voice). Instead, throw out random opinions every once in a while. Stuff like ""Have you noticed that despite being right handed, some people use their left hand for spoons?"" or something like that. It gets them to think, breaks the ice, and helps them talk to you easier.

Last but not least, try to find your own identity. People do get girls by trying to be what girls like, but not many people keep them. Find your niche (maybe you're a car junkie, history buff, crazy smart about human behaviour), and naturally you'll find people who are more interesting tan the average narcissistic basic guy/girl. For example, I'm that one guy who carries a camera 24/7, will stand in a field at noon if I find a plane flying, or completely shut everyone up just to hear a nice car/plane drive/fly by. Most of my friends tend to be interested in photography, planes, cars, or more.

Also an addition, I'm 20 and I've not actually had a girlfriend, though a girl was crushing on me a while back.",1,evaluativist,0.38801804,0.6059441,0.0060378895,False,correct,0.6059441
soc_59035,359,absolutist,high,low,dismissive,"The writer presents their advice as definitive truths using directive language like 'just forget about that perspective' and 'You WANT to piss some people off.' They dismiss alternative viewpoints without engagement and frame their claims as obvious facts rather than reasoned judgments, using certainty markers like 'That's how networking and friendships work' and 'People see someone having fun being themselves and they want to be around that person automatically.'","[""just forget about that perspective"", ""That's how networking and friendships work"", ""You WANT to piss some people off"", ""Don't worry about"", ""You can meet people at any time"", ""It doesn't matter if"", ""People see someone having fun being themselves and they want to be around that person automatically"", ""It's real simple"", ""seem obvious""]","Okay, first off, just forget about that perspective that people have ""paired up"" or are in their own ""groups."" You can meet people at any time. It doesn't matter if they have friends or not. Chances are the people you do meet will already have friends and if you just meet one person, you can meet their friends through them. That's how networking and friendships work. You meet one person and then you meet another through that person and another and another. And if you get really good at just talking to strangers on the street, you can expand pretty fast (but I think that's way beyond what you're thinking about or wanting at the moment). You already know you can make some people laugh, right? Your current friends already enjoy you, right? Who's to say more people won't also enjoy you? Don't focus on trying to get anything out of anyone. Don't look for validation. Don't look for them to like you. Focus and remember that you are awesome to people that already know you and you can be awesome to people you just met too. Maybe you won't be as funny at first, but that doesn't matter. You'd be in the ""getting to know them"" phase. And this phase can be an exciting time! You can tell your story, make new jokes, find out about the other person.

Don't worry about pissing people off by saying the wrong thing. You WANT to piss some people off by being yourself. If you weren't being yourself, then when they do find about the real you (and they will), then they wouldn't be your friend anyway. And you don't want to be friends with people that won't be friends with the real you.

If you want a helpful book, read Dale Carnegie's How To Win Friends and Influence People. It's real simple, a lot of the concepts are straight forward and seem obvious. It's just nice that he actually says them and why they're important.

Be yourself, and focus on having fun with it! People see someone having fun being themselves and they want to be around that person automatically.",0,absolutist,0.61376405,0.38112274,0.0051131933,False,correct,0.61376405
soc_849810,418,evaluativist,high,high,substantive,"The writer demonstrates evaluativist reasoning by acknowledging uncertainty ('I know neither you, nor that group'), providing qualified recommendations with reasoning ('if they are literally as bad as what you say and what you've written isn't magnified'), and showing awareness of complexity and nuance. They provide evidence-based suggestions while acknowledging limitations and potential cognitive distortions.","[""I'm not going to tell you whether they are right or wrong"", ""I know neither you, nor that group"", ""if they are literally as bad as what you say and what you've written isn't magnified(cognitive distortion)"", ""there's a chance they will"", ""I'm tempted to add more, but too much help can interfere with growth"", ""those shoulds themselves are a problem""]","Every human being intrinsically holds worth.  By virtue of existing. You are literally a massive coincidence just like everyone else here, none of us had to exist, but, we do.   


I'm not going to tell you whether they are right or wrong, or if you're right or wrong, I know neither you, nor that group.   
What I can tell you is - regardless of your faults, you as a lifeform intrinsically hold worth. Don't utilize this as a comeback to them, extolling your virtues and intrinsic worth, if they are literally as bad as what you say and what you've written isn't magnified(cognitive distortion), there's a chance they will find a way to turn that on its head. You don't need that right now. And they have things to fix themselves as well, because - yes, they too hold value.  


If you have the chance, visit a therapist, you need a support system and a therapist can provide at least one crucial pillar. In addition, add more 'positive' things to your life. Practice gratitude, 3 things you are grateful for, day and night, or just day in the beginning.   
The idea isn't to spit rainbow flavored raps, the idea is to build emotional resilience, gratitude helps us to do so, and also simultaneously starts allowing us to recognize and see other opportunities, and can help change our outlook on life. Find the smallest things you can be grateful for, atomic, protons/electrons, I'm not exaggerating here, believe me.   
As long as you think ""yeah it IS pretty great that's a thing"" then it counts for you, that's it.  
Practice cold showers at least thrice a week or daily if you can. They also aid in emotional resilience. Exercise will help as well, start by just walking/running as those are relatively simple to do without needing the whole trainer/program shebang. Essentially adding more coping methods for your life and environment, and look up classes that can teach you assertiveness in a healthy way.  


I'm tempted to add more, but too much help can interfere with growth and true independence building as well. I know things are hard, I've faced people who 'should' be better, 'should' have been more adult, but those shoulds themselves are a problem, we aren't in that world. But we can become part of the vanguard for it, by learning the things people already in that vanguard have picked up, and bettering ourselves.  


Good efforts. One day at a time. This isn't a movie. It's an ultramarathon.",1,evaluativist,0.36658266,0.6253313,0.008086047,False,correct,0.6253313
soc_1276111,118,evaluativist,high,high,substantive,"The writer presents two competing perspectives on punctuality, analyzes the underlying reasoning behind each ('maximize their own time' vs. 'respectful of other peoples time'), and provides a nuanced conclusion that acknowledges both have merit while offering practical advice. They demonstrate evaluative thinking by explaining WHY each group holds their position and suggesting a path forward based on social dynamics.","[""Neither is wrong"", ""but if you did show up earlier"", ""they would certainly recognize"", ""you might not have noticed"", ""sounds like in this group""]","There are two types of people in this regard- you consider being late the preferable option to being early because being early means that there is time you could have used for the things you need to do that is “wasted” essentially. Lots of people prefer to be late so they can maximize their own time. 

Other people prefer to be early because that is respectful of other peoples time- it shows them that you prioritize their time even over your own. Your friend sounds like in this group. 

Neither is wrong, but if you did show up earlier to things they would certainly recognize the social cue you might not have noticed you had been giving off.",1,evaluativist,0.010094298,0.62553376,0.36437187,False,correct,0.62553376
soc_1079737,114,multiplist,high,low,none,"The writer consistently defers judgment to personal preference without offering any evaluation of the competing options. They explicitly state 'i can't say whether or not it ""matters"" because that's not for me to determine' and frame the entire issue as subjective personal choice rather than something that could be reasoned about.","[""that's up to you"", ""i can't say whether or not it 'matters' because that's not for me to determine"", ""if it matters to you"", ""that's just me and my friends""]","i mean that’s up to you. i feel like if it really bothers you, speak up about it and see if they change. they probably don’t think it’s something that affects you. i had a friend who was terrible at communication through text and when i finally told her how i felt about it, she quickly changed for the better and didn’t realize it was bothering me until i said something. 

i can’t say whether or not it “matters” because that’s not for me to determine. if it matters to you, communicate about it. i personally touch base with my friends weekly and they do the same, but that’s just me and my friends.",2,multiplist,0.0056333384,0.36527926,0.62908745,False,correct,0.62908745
